Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
United Kingdom,GBR,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,3327000000,3926000000,4988000000,6526000000,8214000000,8736000000,9378000000,10450000000,12670000000,14008000000,17464000000,19098000000,20554000000,22406000000,24642000000,33232000000,36691000000,39207000000,40687000000,43361000000,44847000000,47150000000,49759000000,52183000000,55370000000,59615000000,62555000000,67273000000,71931000000,76191000000,77657000000,86637000000,94962000000,102185000000,107718000000,112552000000,118441000000,116095000000,119432000000,123587000000,126411000000,129375000000,133103000000,140074000000,149053000000,158164000000,163624000000,177392000000,,
Georgia,GEO,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40900000,69300000,71700000,105900000,107275000,144900000,159600000,172900000,222700000,402200000,428800000,502800000,722100000,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ghana,GHA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,78507300,0,0,218198700,399491600,0,440484211.5,377305822.8,0,,
Gibraltar,GIB,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Equatorial Guinea,GNQ,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Greece,GRC,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,70667644.9009538,83345561.2619222,98752751.2839325,124284666.17755,166896551.724138,214115920.763023,263683052.090976,336346294.937638,397593543.653705,526397652.237711,848129126.925899,1082259721.20323,1324490095.37784,1652501834.18929,1892765957.44681,2076008804.10858,2397358767.4248,2685957446.80851,3142831988.26119,,,,,9635000000,10704000000,12123000000,13571000000,14777000000,16339000000,17732000000,20520000000,22301000000,23440000000,24537000000,25891000000,28892000000,30641000000,29344000000,29700000000,27272000000,26621000000,24455000000,24088000000,24422000000,24908000000,25963000000,26299000000,26687000000,,
Grenada,GRD,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87330000,99540000,122500000,142590000,161920000,164900000,187500000,204580000,213230000,302640000,356710000,414220000,468620000,504660000,539680000,549810000,585100000,658600000,746500000,922121558.460001,1069056052.39,1214366482.45,1273539227.95,1427368106,1617172009.87,1650943752.23,2026708818.59,1883501427.41,1960325066.18,2332720712.6,,
Guam,GUM,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,6100000,13000000,18200000,20500000,23300000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3538500000,4022150000,4352900000,4958400000,6036550000,7307592000,8122100000,8671143000,9653467440.02,10934212950.27,12529470763.62,12467266199.895,13524202384.34,,,,,,
Heavily indebted poor countries (HIPC),HPC,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75030000,321270000,4756850000,11604970000,18197448000,20307166000,22394356000,22922923000,23290476000,23950812000,24766040000,25200023000,27424608000,29477597000,31438138000,34145916000,38163745000,41133329000,40224856000,39396265000,39751274000,38599164000,38051922000,39596266000,40714416000,41729929000,43633711000,45910660000,47365544000,,
Haiti,HTI,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,63800000000,74500000000,84200000000,117300000000,134300000000,148500000000,157500000000,193500000000,271300000000,323200000000,372500000000,466100000000,543000000000,639400000000,848958000000,971163000000,1221393000000,1423206000000,1515638000000,1745142000000,1967083000000,2208816000000,2377120000000,2553236000000,2774555000000,2990844000000,3459730000000,3662000000000,3406200000000,3242346000000,3681689000000,3958496000000,4060206000000,4338010000000,4627621000000,4970357000000,5014326000000,5246630000000,5578340000000,,
IBRD only,IBD,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380000000000,4811000000000,2431000000000,3276200000000,3973500000000,3850500000000,,6106000000000,19151500000000,10862233445400,11611578000000,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
IDA only,IDX,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620000000,530000000,430000000,510000000,430000000,470000000,490000000,760000000,1380000000,1450000000,1260000000,9900000000,6820000000,4690000000,9150000000,8220000000,8220000000,7790000000,16230000000,21140000000,25720000000,14950000000,30200000000,26960000000,13481300000,16390000000,17040000000,28280000000,28250000000,,,
Not classified,INX,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,78723760.8626093,102848784.352764,139671188.62721,209506782.940815,272993686.862274,325052948.07787,369493780.822892,446947803.607072,576461087.606848,713592800.0772,935796963.802307,1071658938.19423,1187205103.33128,1267198602.27232,1324336815.80164,1401790838.58582,1564317312.62475,1651929240.03637,1803028071.36944,1942699259.99665,2105225734.03558,2289337755.40781,2392186539.76058,2967366000,3044888000,3280623000,3573773000,4033031000,4757898000,5424575000,5967607000,6392965000,7085552000,8372570000,9165765000,10264422000,10515256000,9926204000,9211161000,10555475000,10233829000,10699513000,11464027000,11987103000,12811873000,13558406000,14579613000,15485934000,,
"Iran, Islamic Rep.",IRN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,8700000000,11900000000,16400000000,26000000000,34000000000,51400000000,120100000000,82100000000,105600000000,152800000000,195800000000,223400000000,263100000000,282100000000,288200000000,310100000000,368700000000,396500000000,538200000000,779000000000,1068000000000,1445000000000,1653000000000,2916000000000,3544000000000,4257000000000,6632000000000,12396886000000,15600345000000,26940354000000,29595000000000,40662800000000,52368790000000,65534162000000,90850495000000,116180034333333,153256129922366,194792000000000,,,,,,,,,,,,
Iraq,IRQ,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57601621542,90026195,88692011,39097833,1839183416,481868351,,
Iceland,ISL,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,9200000,9900000,14800000,23800000,23100000,41000000,73700000,117700000,173100000,180300000,252600000,802000000,1118600000,1475000000,1853400000,1916000000,2072200000,2598800000,3298700000,8317500000,9725900000,9913300000,10444600000,10991400000,13101400000,14352800000,16549900000,18261700000,20047000000,21909255000,23396729972,26052963431,28364112850,32776641484,38414461387,39594226879,41643703195,45912363760,63598569544,66819623269,64882422308,69898831260,73432476949,79707295178,85369991764,89649060316,98229528107.9171,97423480998,,
Israel,ISR,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,0,0,200000,300000,500000,700000,1200000,2200000,5900000,15000000,30900000,79800000,406100000,1361000000,1392300000,2161400000,2018300000,2810900000,3763400000,3017000000,4301000000,5025000000,6044000000,11145000000,13554000000,19475000000,21949000000,24266000000,32564885939.4746,35139385576.7503,37067704482.4144,37696953547.3157,38641704675.0224,40239383789.4248,41967512444.2535,43735161363.8657,46734817227.3063,47618033403.3056,52088028290.2798,55815550911.3595,57593033360.3627,60998684325.4765,63808519663.0189,67317969623.4069,71155207196.8044,74670056411.2399,78383329466.7343,82162788155.9162,,
Italy,ITA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,4901692429.25832,6256875332.46913,7857375262.74745,9547222236.56825,11402851874.9968,13725358550.2022,17315766912.6723,21670015028.8958,25917356567.0077,32712379988.3281,38630976051.8936,42607177717.9835,47148383231.6774,64746652068.1516,73165932437.1085,60773032686.5571,68037515429.1499,75611355854.2972,83385065099.3921,88152995191.7863,101677968465.142,99428282212.7079,136763000000,148942000000,156437000000,137508000000,141880000000,144908000000,153007000000,160636000000,167650000000,175601000000,181059000000,183432000000,202085000000,211899000000,211018000000,212491000000,215119000000,214637000000,214144000000,213216000000,217893000000,219494000000,224365000000,233243000000,240721000000,,
Jamaica,JAM,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jordan,JOR,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,18000000,18960000,18330000,18100000,17080000,18300000,21200000,20500000,20700000,20700000,24300000,22100000,21000000,18600000,15200000,11600000,10900000,9000000,,
Japan,JPN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25346000000000,26380000000000,26998000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116075000000,61587000000,385000000,0,0,0,0,0,,,,,,131038675000,156533920000,183729847000,203244253000,225465900330.82,240589937000,264205287000,280158281000,333039392000,0,,
Kenya,KEN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18641022225.16,22199255607.723,41551708496,40229484361,55354330000,15558246987,,
Kyrgyz Republic,KGZ,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22203900000,24267200000,26638800000,29003300000,30655200000,32410300000,,
Cambodia,KHM,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kiribati,KIR,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,
St. Kitts and Nevis,KNA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10000,10000,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
"Korea, Rep.",KOR,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,4000000000,6000000000,8000000000,13000000000,20000000000,27000000000,41000000000,59000000000,73000000000,87000000000,110000000000,131000000000,158000000000,207000000000,248000000000,314000000000,863000000000,1113000000000,1510000000000,1868000000000,2495000000000,4239000000000,4672000000000,5536000000000,7551000000000,8640000000000,10642894000000,12168137000000,17921866000000,21101971000000,23498847000000,24769256000000,27720697000000,30490700000000,33319100000000,33130652000000,39033327000000,40220177000000,42813693000000,46194823000000,90421800000000,95717300000000,102599936175995,109407235986455,117732428796879,125037066999051,134461455309670,146438882780987,,
Kuwait,KWT,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4342000000,4830000000,9630000000,77200000000,74300000000,74600000000,72700000000,85600000000,83878000000,85332000000,77136000000,85224000000,95223000000,107280000000,206403000000,156048000000,128242000000,136223000000,138505000000,148800000000,221370000000,221768000000,219560000000,,
Liberia,LBR,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Latin America & Caribbean,LCN,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381000000,391000000,453000000,625000000,719000000,825000000,1232000000,1797000000,2837000000,3561000000,3620000000,2667000000,2630000000,3037000000,3444000000,4910000000,6470000000,8777000000,6791000000,11165000000,11120000000,12628000000,11738000000,15145000000,14918885482.49,15213299354.84,18046217274.16,22940413517.06,25214516998.75,28984900000,,
Lower middle income,LMC,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,119229,136617,221100,272380,174180,276749,240166,319138,329787,723741,288471,278689,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Late-demographic dividend,LTE,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10582715.4772938,,207281047.265987,388438368.860056,559899000,747542000,1053782000,1302198000,1249479000,1325171000,1332206000,1397231000,1520014000,1704137000,1915948000,2253859000,2724676000,3202668000,3467993000,3391843000,3576145000,3718179000,3892136000,4173161000,4452970000,4843453000,5299633000,5878092000,4852816000,,
Luxembourg,LUX,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,153594827.949499,181309324.019147,227913306.676516,277045803.286572,336912089.51931,365419844.868232,382425340.667676,403768973.150652,427021385.774382,462742842.694206,486862882.654642,532400923.155486,550943358.808525,620403124.449986,660487507.405819,718221909.325506,744399465.541561,839640157.759439,914826263.823163,1015347088.11871,1218495831.67038,1338947295.3577,1397574113.96657,1783684000,1842144000,1943249000,2063901000,2305498000,2525172000,2782061000,2944792000,3155750000,3324602000,3581551000,3796961000,4152649000,4451288000,4743619000,4916175000,5222815000,5526573000,5753322000,5950681000,6250692000,6477078000,6914902000,7294777000,7701506000,,
Latvia,LVA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256984877.718397,636207249.81645,688580315.422223,785605944.189276,869118559.370749,942010859.357659,970007285.10367,984402479.211843,1099895561.2091,1171606877.59318,1331543360.59556,1573563895.48153,2015228996.9892,2596742477.27674,2879755949.02704,2555207426.25255,2255968947.2456,2546988918.67434,2761254916.02211,2818192554.39639,2903223373.79981,2979847866.54601,3037950836.9332,3321931861.51473,3899704611.81211,4313535494.96019,,
"Macao SAR, China",MAC,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43020000,41170000,48640000,82495777.9,83291572.25,90494593.4,95750234.2,98028012.7,105516129.8,118000000,137000000,166370452.95,164526075,172158390,157160002.5,304567117.5,180666482.5,180552965,184741320,190087695,191500095,383106472.5,390027652.5,475758521,,
St. Martin (French part),MAF,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Monaco,MCO,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725800000,693600000,779500000,781200000,1005000000,1303700000,1643800000,1978200000,2492500000,2949200000,4244100000,5116400000,6589900000,6971900000,7471900000,8198800000,8947500000,9723300000,10777100000,12127700000,13276700000,15512500000,17155500000,18403900000,,
Madagascar,MDG,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,170500000000,187800000000,79600000000,126400000000,132200000000,140900000000,138313300000,165800000000,325469130545.1,305544900000,,
Maldives,MDV,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Middle East & North Africa,MEA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,11000000,13000000,18000000,24000000,32000000,44000000,55000000,71000000,84000000,119000000,186000000,294000000,458000000,764000000,1325000000,3443000000,7422000000,10072000000,14213000000,18876000000,23786000000,28473000000,33727000000,39013000000,48437000000,57780000000,58046000000,69015000000,84931000000,,,,,,,,242383333890.24,251778079053.19,277458986581.24,302462675996.64,330327225579.17,351992897907.78,378373383141.83,408246914529.61,434998318388.59,467619116887.12,509086776895.29,552059752321.22,,
Marshall Islands,MHL,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Middle income,MIC,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30310122998.5,32511115964,34206246635,38249000000,38837000000,38687000000,39759000000,40765000000,38467228186,40064793533,43372431935,44133317507,46841645982,49719257089,61079431655,,
Mali,MLI,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Malta,MLT,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,5310971.3487072,8968087.58443979,12229210.3424179,18821337.0603308,21267179.1288143,27905893.3146983,33379920.8013044,,54204518.9843932,66363848.1248544,71884463.0794316,72024225.483345,68390402.9815979,70952713.7200093,69042627.5331936,69881201.9566737,76426741.2066154,76263685.0687165,220240545.649614,220132026.041016,243083923.25949,289910134.369522,308195688.418283,508194735.616119,546752853.482413,605658047.985092,607766130.910785,647535522.944328,708788725.832751,777179128.814349,805844397.856976,822436524.574889,839240624.272071,885541579.315164,907924528.301887,927798742.138365,431995000,434928000,456496000,486745000,504349000,524835000,560305000,596307000,639277000,702909000,764777000,800078000,,
Myanmar,MMR,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,9246939000,31261952000,60717630000,73240784000,83100000000,55851809000,130234265000,,
Middle East & North Africa (excluding high income),MNA,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176000000,2588000000,6212000000,16039000000,20659000000,30352000000,38980000000,38456000000,53942000000,61306000000,69918021958.3,90843548106,,,111933000000,165842338369.43,278564733300,315795149724.111,394310000000,565068854007.1,799221869934,1018810000000,1141601224956.76,1187878327062.64,1315033100000,1544005701200,1810767053100.96,,,
Northern Mariana Islands,MNP,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160734533.32,1420552313.99,1687094230.53,2108365097,2816125000,3445260000,3332926000,5493660428.22,7278817000,515520000,,
Mauritania,MRT,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,138900000,151000000,167000000,195100000,223800000,255800000,322000000,406700000,463300000,622200000,723400000,801600000,922300000,993700000,1040100000,1155000000,1224000000,1350000000,1417300000,1625400000,1689900000,1866900000,2002200000,2145300000,2303200000,2560000000,4597800000,5077650000,5422300000,5742900000,6393800000,7487800000,3876138000,8003630000,4356564000,4841681000,5557500000,,
Malawi,MWI,Social contributions (current LCU),GC.REV.SOCL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,
